time anode_char cathode_char
0 -12.4799999999999 12.4799999999999
10 -12.4799999999999 12.4799999999999
20 -12.4799999999999 12.4799999999999
30 -12.4799999999999 12.4799999999999
40 -12.4799999999999 12.4799999999999
50 -12.4799999999999 12.4799999999999
60 -12.4799999999999 12.4799999999999
70 -12.4799999999999 12.4799999999999
80 -12.4799999999999 12.4799999999999
90 -12.4799999999999 12.4799999999999
100 -12.4799999999999 12.4799999999999
110 -12.4799999999999 12.4799999999999
120 -12.4799999999999 12.4799999999999
130 -12.4799999999999 12.4799999999999
140 -12.4799999999999 12.4799999999999
150 -12.4799999999999 12.4799999999999
160 -12.4799999999999 12.4799999999999
170 -12.4799999999999 12.4799999999999
180 -12.4799999999999 12.4799999999999
190 -12.4799999999999 12.4799999999999
200 -12.4799999999999 12.4799999999999
210 -12.4799999999999 12.4799999999999
220 -12.4799999999999 12.4799999999999
230 -12.4799999999999 12.4799999999999
240 -12.4799999999999 12.4799999999999
250 -12.4799999999999 12.4799999999999
260 -12.4799999999999 12.4799999999999
270 -12.4799999999999 12.4799999999999
280 -12.4799999999999 12.4799999999999
290 -12.4799999999999 12.4799999999999
300 -12.4799999999999 12.4799999999999
310 -12.4799999999999 12.4799999999999
320 -12.4799999999999 12.4799999999999
330 -12.4799999999999 12.4799999999999
340 -12.4799999999999 12.4799999999999
350 -12.4799999999999 12.4799999999999
360 -12.4799999999999 12.4799999999999
370 -12.4799999999999 12.4799999999999
380 -12.4799999999999 12.4799999999999
390 -12.4799999999999 12.4799999999999
400 -12.4799999999999 12.4799999999999
410 -12.4799999999999 12.4799999999999
420 -12.4799999999999 12.4799999999999
430 -12.4799999999999 12.4799999999999
440 -12.4799999999999 12.4799999999999
450 -12.4799999999999 12.4799999999999
460 -12.4799999999999 12.4799999999999
470 -12.4799999999999 12.4799999999999
480 -12.4799999999999 12.4799999999999
490 -12.4799999999999 12.4799999999999
500 -12.4799999999999 12.4799999999999
510 -12.4799999999999 12.4799999999999
520 -12.4799999999999 12.4799999999999
530 -12.4799999999999 12.4799999999999
540 -12.4799999999999 12.4799999999999
550 -12.4799999999999 12.4799999999999
560 -12.4799999999999 12.4799999999999
570 -12.4799999999999 12.4799999999999
580 -12.4799999999999 12.4799999999999
590 -12.4799999999999 12.4799999999999
600 -12.4799999999999 12.4799999999999
610 -12.4799999999999 12.4799999999999
620 -12.4799999999999 12.4799999999999
630 -12.4799999999999 12.4799999999999
640 -12.4799999999999 12.4799999999999
650 -12.4799999999999 12.4799999999999
660 -12.4799999999999 12.4799999999999
670 -12.4799999999999 12.4799999999999
680 -12.4799999999999 12.4799999999999
690 -12.4799999999999 12.4799999999999
700 -12.4799999999999 12.4799999999999
710 -12.4799999999999 12.4799999999999
720 -12.4799999999999 12.4799999999999
730 -12.4799999999999 12.4799999999999
740 -12.4799999999999 12.4799999999999
750 -12.4799999999999 12.4799999999999
760 -12.4799999999999 12.4799999999999
770 -12.4799999999999 12.4799999999999
780 -12.4799999999999 12.4799999999999
790 -12.4799999999999 12.4799999999999
800 -12.4799999999999 12.4799999999999
810 -12.4799999999999 12.4799999999999
820 -12.4799999999999 12.4799999999999
830 -12.4799999999999 12.4799999999999
840 -12.4799999999999 12.4799999999999
850 -12.4799999999999 12.4799999999999
860 -12.4799999999999 12.4799999999999
870 -12.4799999999999 12.4799999999999
880 -12.4799999999999 12.4799999999999
890 -12.4799999999999 12.4799999999999
900 -12.4799999999999 12.4799999999999
910 -12.4799999999999 12.4799999999999
920 -12.4799999999999 12.4799999999999
930 -12.4799999999999 12.4799999999999
940 -12.4799999999999 12.4799999999999
950 -12.4799999999999 12.4799999999999
960 -12.4799999999999 12.4799999999999
970 -12.4799999999999 12.4799999999999
980 -12.4799999999999 12.4799999999999
990 -12.4799999999999 12.4799999999999
1000 -12.4799999999999 12.4799999999999
1010 -12.4799999999999 12.4799999999999
1020 -12.4799999999999 12.4799999999999
1030 -12.4799999999999 12.4799999999999
1040 -12.4799999999999 12.4799999999999
1050 -12.4799999999999 12.4799999999999
1060 -12.4799999999999 12.4799999999999
1070 -12.4799999999999 12.4799999999999
1080 -12.4799999999999 12.4799999999999
1090 -12.4799999999999 12.4799999999999
1100 -12.4799999999999 12.4799999999999
1110 -12.4799999999999 12.4799999999999
1120 -12.4799999999999 12.4799999999999
1130 -12.4799999999999 12.4799999999999
1140 -12.4799999999999 12.4799999999999
1150 -12.4799999999999 12.4799999999999
1160 -12.4799999999999 12.4799999999999
1170 -12.4799999999999 12.4799999999999
1180 -12.4799999999999 12.4799999999999
1190 -12.4799999999999 12.4799999999999
1200 -12.4799999999999 12.4799999999999
1210 -12.4799999999999 12.4799999999999
1220 -12.4799999999999 12.4799999999999
1230 -12.4799999999999 12.4799999999999
1240 -12.4799999999999 12.4799999999999
1250 -12.4799999999999 12.4799999999999
1260 -12.4799999999999 12.4799999999999
1270 -12.4799999999999 12.4799999999999
1280 -12.4799999999999 12.4799999999999
1290 -12.4799999999999 12.4799999999999
1300 -12.4799999999999 12.4799999999999
1310 -12.4799999999999 12.4799999999999
1320 -12.4799999999999 12.4799999999999
1330 -12.4799999999999 12.4799999999999
1340 -12.4799999999999 12.4799999999999
1350 -12.4799999999999 12.4799999999999
1360 -12.4799999999999 12.4799999999999
1370 -12.4799999999999 12.4799999999999
1380 -12.4799999999999 12.4799999999999
1390 -12.4799999999999 12.4799999999999
1400 -12.4799999999999 12.4799999999999
1410 -12.4799999999999 12.4799999999999
1420 -12.4799999999999 12.4799999999999
1430 -12.4799999999999 12.4799999999999
1440 -12.4799999999999 12.4799999999999
1450 -12.4799999999999 12.4799999999999
1460 -12.4799999999999 12.4799999999999
1470 -12.4799999999999 12.4799999999999
1480 -12.4799999999999 12.4799999999999
1490 -12.4799999999999 12.4799999999999
1500 -12.4799999999999 12.4799999999999
1510 -12.4799999999999 12.4799999999999
1520 -12.4799999999999 12.4799999999999
1530 -12.4799999999999 12.4799999999999
1540 -12.4799999999999 12.4799999999999
1550 -12.4799999999999 12.4799999999999
1560 -12.4799999999999 12.4799999999999
